doc,row_1based,status,current_target,rubric_target,current_probe,rubric_probe,current_fact,rubric_fact
ByteLatent,112,content_diff,"robust, expressive representations.","robust, expressive representations.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the discussion of encoder hash n-gram embeddings in the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", information about the preceding bytes is incorporated at each step $i$ to create","In the discussion of encoder hash n-gram embeddings in the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", information about the preceding bytes is incorporated at each step $i$ to create","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the discussion of encoder hash n-gram embeddings in the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", information about the preceding bytes is incorporated at each step $i$ to create robust, expressive representations.","In the discussion of encoder hash n-gram embeddings in the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", information about the preceding bytes is incorporated at each step $i$ to create robust, expressive representations."
ByteLatent,119,content_diff,the local encoder model.,the local encoder model.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", after the resulting embedding is added to the byte embedding and normalized, it is passed as input to","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", after the resulting embedding is added to the byte embedding and normalized, it is passed as input to","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", after the resulting embedding is added to the byte embedding and normalized, it is passed to the local encoder model.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", after the resulting embedding is added to the byte embedding and normalized, it is passed as input to the local encoder model."
ByteLatent,120,content_diff,|E_{n}^{hash}|,|E_{n}^{hash}|,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the augmented embedding for byte $n$-gram hash embeddings, the quantity used as the modulus in the hash definition is","According to the paper **""Byte Latent Transformer: Patches Scale Better Than Tokens""**, in the augmented embedding used for the byte $n$-gram hash embeddings, \[ e_i = x_i + \sum_{n = 3,...,8} E_{n}^{hash}(\text{Hash}(g_{i,n})) , \] the quantity used as the modulus in the definition \[ \text{Hash}(g_{i,n}) = \text{RollPolyHash}(g_{i,n}) \% \, ? \] is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the augmented embedding for byte $n$-gram hash embeddings, the quantity used as the modulus in the hash definition is |E_{n}^{hash}|","According to the paper **""Byte Latent Transformer: Patches Scale Better Than Tokens""**, in the augmented embedding used for the byte $n$-gram hash embeddings, \[ e_i = x_i + \sum_{n = 3,...,8} E_{n}^{hash}(\text{Hash}(g_{i,n})) , \] the quantity used as the modulus in the definition \[ \text{Hash}(g_{i,n}) = \text{RollPolyHash}(g_{i,n}) \% \, ? \] is |E_{n}^{hash}|"
ByteLatent,147,content_diff,pre LayerNorms.,pre LayerNorms.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder cross-attention module, the kind of normalization used, as in local encoder cross-attention, is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder cross-attention module, the kind of normalization used, as in local encoder cross-attention, is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder cross-attention module, as in local encoder cross-attention, the authors use pre LayerNorms.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder cross-attention module, the kind of normalization used, as in local encoder cross-attention, is pre LayerNorms."
ByteLatent,153,content_diff,scaling law experiments,scaling law experiments,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", with the former 2 trillion-token dataset, cleaned and filtered from publicly available sources, the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"" conducts","With the former 2 trillion-token dataset, cleaned and filtered from publicly available sources, the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"" conducts","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", with the former 2 trillion-token dataset, cleaned and filtered from publicly available sources, the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"" conducts scaling law experiments","With the former 2 trillion-token dataset, cleaned and filtered from publicly available sources, the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"" conducts scaling law experiments"
ByteLatent,167,content_diff,the receptive field of the model.,the receptive field of the model.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for the trained entropy model to be encoded in an efficient lookup table, what must be small enough is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for the trained entropy model to be encoded in an efficient lookup table, the thing that must be small enough is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for the trained entropy model to be encoded in an efficient lookup table, what must be small enough is the receptive field of the model.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for the trained entropy model to be encoded in an efficient lookup table, the thing that must be small enough is the receptive field of the model."
ByteLatent,182,content_diff,very repetitive.,very repetitive,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", multiple choice tasks are often","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", structured content like multiple choice tasks is often","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", multiple choice tasks are often very repetitive.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", structured content like multiple choice tasks is often very repetitive"
ByteLatent,204,content_diff,perplexity.,perplexity.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", bits-Per-Byte (BPB) is a tokenizer-independent version of for comparing byte and token-level models.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when comparing byte and token-level models, Bits-Per-Byte (BPB) is described as a tokenizer-independent version of","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", bits-Per-Byte (BPB) is a tokenizer-independent version of for comparing byte and token-level models. perplexity.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when comparing byte and token-level models, Bits-Per-Byte (BPB) is described as a tokenizer-independent version of perplexity."
ByteLatent,205,content_diff,\mathcal{L}_{CE}(\pmb{x}),\mathcal{L}_{CE}(\pmb{x}),"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when the authors define Bits-Per-Byte (BPB) as the tokenizer-independent version of perplexity for comparing byte and token-level models, the quantity that appears in the numerator of the BPB fraction is","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when the authors define Bits-Per-Byte (BPB) as the tokenizer-independent version of perplexity for comparing byte and token-level models, the quantity that appears in the numerator of the BPB fraction is","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when the authors define Bits-Per-Byte (BPB) as the tokenizer-independent version of perplexity for comparing byte and token-level models, the quantity that appears in the numerator of the BPB fraction is\mathcal{L}_{CE}(\pmb{x})","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when the authors define Bits-Per-Byte (BPB) as the tokenizer-independent version of perplexity for comparing byte and token-level models, the quantity that appears in the numerator of the BPB fraction is \mathcal{L}_{CE}(\pmb{x})"
ByteLatent,209,content_diff,RMSNorm.,RMSNorm.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", BLT transformer blocks use as the layer normalization method for both local and global models.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the layer normalization method BLT transformer blocks use for both local and global models is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", BLT transformer blocks use as the layer normalization method for both local and global models. RMSNorm.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the layer normalization method BLT transformer blocks use for both local and global models is RMSNorm."
ByteLatent,210,content_diff,Flash attention.,Flash attention.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", self-attention layers in BLT with fixed-structure attention masks, such as block causal or fixed-window block causal masks, use","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", self-attention layers in BLT with fixed-structure attention masks, such as block causal or fixed-window block causal masks, use","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", self-attention layers in BLT with fixed-structure attention masks use Flash attention.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", self-attention layers in BLT with fixed-structure attention masks, such as block causal or fixed-window block causal masks, use Flash attention."
